Date,Open,High,Low,Close,Adj Close,Volume
2021-05-27,64.110001,64.989998,64.010002,64.750000,64.604263,605800
2021-05-28,65.870003,66.720001,65.769997,66.440002,66.290459,916100
2021-06-01,67.500000,68.279999,67.470001,67.919998,67.767120,904000
2021-06-02,68.070000,68.199997,67.779999,68.199997,68.046494,607700
2021-06-03,67.580002,67.580002,66.809998,67.139999,66.988876,750600
2021-06-04,68.059998,69.180000,67.900002,69.120003,68.964424,690300
2021-06-07,68.699997,68.930000,68.080002,68.669998,68.515434,790900
2021-06-08,68.430000,68.500000,67.559998,68.269997,68.116341,488400
2021-06-09,68.339996,68.599998,67.910004,68.010002,67.856926,320100
2021-06-10,69.309998,69.589996,68.809998,69.029999,68.874626,686800
2021-06-11,69.830002,70.300003,69.639999,70.290001,70.131790,544900
2021-06-14,70.370003,70.370003,69.650002,70.110001,69.952194,558600
2021-06-15,70.089996,70.110001,69.139999,69.540001,69.383476,396100
2021-06-16,67.650002,67.669998,66.169998,66.809998,66.659622,863800
2021-06-17,67.629997,68.230003,67.110001,67.930000,67.777107,395100
2021-06-18,68.410004,68.709999,68.120003,68.269997,68.116341,310300
2021-06-21,68.269997,68.849998,68.080002,68.739998,68.585281,331000
2021-06-22,68.279999,68.730003,67.930000,68.639999,68.485504,323600
2021-06-23,69.620003,70.400002,69.279999,70.250000,70.091881,710300
2021-06-24,70.000000,70.150002,69.309998,70.070000,69.912285,696000
2021-06-25,71.099998,71.400002,70.910004,71.010002,70.850174,608800
2021-06-28,71.489998,72.139999,71.260002,72.089996,71.927734,846000
2021-06-29,71.809998,72.050003,71.519997,71.949997,71.823921,350300
2021-06-30,72.160004,72.500000,72.099998,72.459999,72.333023,422200
2021-07-01,72.449997,72.459999,71.699997,72.050003,71.923752,420200
2021-07-02,72.040001,72.150002,71.500000,72.059998,71.933723,339700
2021-07-06,73.000000,73.489998,72.239998,72.809998,72.682411,560100
2021-07-07,75.070000,75.889999,74.800003,75.400002,75.267876,1067700
2021-07-08,74.900002,75.879997,74.510002,75.790001,75.657196,651500
2021-07-09,76.800003,78.290001,76.500000,78.190002,78.052986,1102600
2021-07-12,80.430000,82.050003,80.000000,81.570000,81.427063,1760800
2021-07-13,80.989998,81.250000,80.290001,80.529999,80.388885,1023200
2021-07-14,79.790001,79.989998,78.309998,78.610001,78.472252,1101600
2021-07-15,79.370003,80.650002,79.160004,79.800003,79.660172,668000
2021-07-16,78.680000,78.809998,76.919998,77.199997,77.064720,1045000
2021-07-19,75.190002,75.739998,74.379997,75.599998,75.467522,1159200
2021-07-20,76.910004,78.080002,76.400002,77.980003,77.843361,1294600
2021-07-21,80.720001,81.769997,80.500000,81.559998,81.417076,1427000
2021-07-22,82.169998,82.300003,81.250000,81.760002,81.616730,1173400
2021-07-23,81.099998,81.209999,79.760002,80.339996,80.199219,905800
2021-07-26,80.239998,80.660004,79.900002,80.459999,80.319008,821500
2021-07-27,78.000000,78.010002,75.629997,76.839996,76.705345,1486600
2021-07-28,78.879997,80.190002,78.500000,80.129997,79.989586,913400
2021-07-29,82.000000,83.269997,81.750000,82.690002,82.545105,832300
2021-07-30,82.400002,83.580002,82.300003,83.279999,83.134064,657400
2021-08-02,84.000000,84.029999,83.230003,83.379997,83.233887,993900
2021-08-03,81.750000,82.040001,80.910004,81.830002,81.686607,921000
2021-08-04,85.199997,85.919998,85.010002,85.489998,85.340195,1279300
2021-08-05,85.180000,86.190002,85.139999,85.650002,85.499916,1005500
2021-08-06,86.040001,86.639999,85.669998,86.449997,86.298508,714600
2021-08-09,85.699997,85.860001,84.459999,85.720001,85.569794,922300
2021-08-10,85.220001,85.639999,84.900002,85.610001,85.459984,941100
2021-08-11,87.099998,87.199997,85.459999,86.489998,86.338440,686600
2021-08-12,86.690002,87.010002,85.809998,86.860001,86.707794,886200
2021-08-13,86.500000,86.720001,85.919998,86.059998,85.909195,982900
2021-08-16,83.070000,83.070000,81.639999,82.010002,81.866295,1672100
2021-08-17,80.269997,80.650002,78.900002,79.739998,79.600266,1449500
2021-08-18,80.699997,81.580002,80.629997,80.790001,80.648430,1026100
2021-08-19,80.959999,82.230003,80.800003,81.650002,81.506927,709700
2021-08-20,81.230003,81.970001,80.970001,81.879997,81.736519,906800
2021-08-23,83.589996,84.349998,83.410004,84.320000,84.172241,874000
2021-08-24,85.110001,85.250000,84.580002,84.940002,84.791161,940400
2021-08-25,85.080002,85.570000,84.519997,85.230003,85.080650,1106000
2021-08-26,84.330002,84.430000,83.309998,83.400002,83.253860,607900
2021-08-27,83.930000,85.160004,83.730003,85.040001,84.890984,645700
2021-08-30,85.730003,86.309998,85.349998,85.620003,85.469971,1128000
2021-08-31,85.610001,85.620003,84.809998,85.570000,85.420052,797900
2021-09-01,83.580002,84.169998,83.070000,84.169998,84.022507,1346000
2021-09-02,83.309998,84.230003,83.250000,83.620003,83.473473,875600
2021-09-03,82.379997,82.599998,82.099998,82.449997,82.305519,854000
2021-09-07,85.000000,85.349998,84.830002,85.040001,84.890984,1047600
2021-09-08,84.970001,85.089996,83.400002,83.980003,83.832840,707400
2021-09-09,83.980003,85.430000,83.980003,84.839996,84.691330,500100
2021-09-10,85.830002,86.699997,85.040001,85.129997,84.980820,850300
2021-09-13,85.129997,85.349998,83.000000,83.709999,83.563316,1444800
2021-09-14,86.029999,86.559998,85.459999,85.849998,85.699562,1070400
2021-09-15,86.320000,87.099998,85.930000,87.019997,86.867508,908000
2021-09-16,84.419998,84.540001,83.430000,84.099998,83.952629,1124100
2021-09-17,84.010002,84.059998,82.900002,83.550003,83.403595,806300
2021-09-20,80.480003,80.580002,78.669998,79.449997,79.310776,1532100
2021-09-21,79.989998,81.029999,79.809998,80.750000,80.608498,864600
2021-09-22,81.550003,83.180000,81.550003,82.519997,82.375397,721300
2021-09-23,83.260002,83.860001,83.199997,83.650002,83.503418,567300
2021-09-24,83.260002,83.379997,82.529999,83.089996,82.944397,509400
2021-09-27,83.150002,83.180000,82.400002,83.059998,82.914452,709100
2021-09-28,81.470001,81.470001,79.940002,80.360001,80.219185,1007600
2021-09-29,80.309998,80.650002,79.669998,79.730003,79.590294,521600
2021-09-30,82.349998,83.300003,81.839996,81.959999,81.816376,618300
2021-10-01,81.599998,81.870003,80.230003,81.330002,81.187485,584700
2021-10-04,80.709999,81.139999,78.580002,78.690002,78.552116,1081600
2021-10-05,80.250000,81.449997,79.900002,81.120003,80.977852,688300
2021-10-06,79.699997,80.190002,78.559998,80.040001,79.899742,721200
2021-10-07,81.470001,82.230003,81.330002,81.699997,81.556831,549100
2021-10-08,81.080002,81.080002,80.010002,80.230003,80.089417,482100
2021-10-11,80.790001,81.650002,80.669998,80.760002,80.618484,463300
2021-10-12,80.110001,80.970001,80.010002,80.339996,80.199219,618500
2021-10-13,82.470001,84.199997,82.400002,84.099998,83.952629,1211100
2021-10-14,84.150002,84.769997,83.760002,84.730003,84.581528,825500
2021-10-15,85.949997,86.239998,85.650002,85.839996,85.689575,985900
2021-10-18,86.919998,88.699997,86.790001,88.360001,88.205170,1236100
2021-10-19,88.949997,89.580002,88.260002,88.699997,88.544563,1309600
2021-10-20,88.959999,89.150002,88.349998,88.879997,88.724251,716500
2021-10-21,87.820000,88.199997,87.400002,88.110001,87.955605,583200
2021-10-22,88.010002,88.989998,87.570000,87.849998,87.696060,807400
2021-10-25,89.629997,91.430000,89.430000,91.260002,91.100082,1554400
2021-10-26,91.019997,91.500000,89.809998,90.519997,90.361374,1294000
2021-10-27,91.430000,91.800003,90.010002,90.110001,89.952103,949100
2021-10-28,89.900002,91.230003,89.519997,91.209999,91.050171,1013800
2021-10-29,90.900002,91.919998,90.290001,91.910004,91.748947,1353100
2021-11-01,92.389999,92.389999,90.879997,92.160004,91.998512,1146300
2021-11-02,92.470001,92.620003,91.830002,92.540001,92.377838,984700
2021-11-03,92.000000,92.919998,91.160004,92.870003,92.707268,1105200
2021-11-04,94.169998,94.800003,93.599998,94.680000,94.514091,1333000
2021-11-05,94.089996,94.089996,92.709999,93.379997,93.216370,1116600
2021-11-08,95.150002,96.620003,95.029999,96.309998,96.141235,1420300
2021-11-09,96.750000,96.839996,94.269997,94.940002,94.773636,1347200
2021-11-10,93.919998,94.089996,91.839996,92.550003,92.387825,1421300
2021-11-11,94.300003,96.680000,93.879997,95.860001,95.692024,2472100
2021-11-12,95.769997,95.860001,95.010002,95.800003,95.632133,1370600
2021-11-15,93.989998,93.989998,92.559998,93.260002,93.096581,1977800
2021-11-16,92.660004,92.660004,91.480003,92.529999,92.367859,1271300
2021-11-17,93.379997,93.589996,92.809998,93.209999,93.046669,880300
2021-11-18,93.419998,93.730003,92.169998,92.919998,92.757172,951800
2021-11-19,92.639999,93.970001,92.639999,93.910004,93.745445,1189900
2021-11-22,96.430000,97.129997,94.629997,95.610001,95.442459,1636700
2021-11-23,95.300003,95.980003,93.250000,93.970001,93.805336,1353100
2021-11-24,93.099998,94.220001,92.199997,94.220001,94.054901,831800
2021-11-26,91.639999,92.269997,91.160004,92.059998,91.898682,962900
2021-11-29,93.690002,94.360001,93.000000,94.120003,93.955078,892700
2021-11-30,93.720001,94.349998,91.830002,92.989998,92.827049,1184700
2021-12-01,93.879997,94.370003,91.230003,91.339996,91.179939,1390300
2021-12-02,91.370003,92.080002,90.570000,91.839996,91.679062,1497800
2021-12-03,91.400002,92.059998,88.150002,88.930000,88.774170,1842800
2021-12-06,87.970001,88.800003,86.739998,88.660004,88.504646,1180400
2021-12-07,89.500000,89.500000,88.610001,89.209999,89.053673,1121500
2021-12-08,90.650002,92.059998,90.260002,91.949997,91.788872,1277700
2021-12-09,90.720001,90.739998,89.080002,89.169998,89.013741,974100
2021-12-10,90.300003,90.480003,89.550003,90.459999,90.301483,712700
2021-12-13,90.040001,90.040001,87.529999,88.080002,87.925659,1145500
2021-12-14,86.610001,87.209999,85.879997,86.760002,86.607971,1293500
2021-12-15,86.150002,87.470001,85.050003,87.279999,87.127060,922200
2021-12-16,88.589996,88.589996,85.820000,86.220001,86.068916,951300
2021-12-17,84.919998,86.120003,84.220001,85.739998,85.589752,1139200
2021-12-20,82.300003,82.550003,80.370003,81.169998,81.027763,1899100
2021-12-21,82.180000,82.589996,81.599998,82.260002,82.115860,2080400
2021-12-22,83.370003,84.080002,83.029999,83.610001,83.463486,818600
2021-12-23,84.059998,84.610001,83.000000,84.389999,84.242119,842100
2021-12-27,83.559998,83.870003,82.900002,83.580002,83.433540,925700
2021-12-28,84.489998,84.989998,84.010002,84.419998,84.272064,577300
2021-12-29,84.500000,84.699997,83.410004,84.459999,84.311996,872000
2021-12-30,84.580002,85.339996,84.250000,84.919998,84.919998,611300
2021-12-31,85.000000,85.279999,84.419998,84.440002,84.440002,420800
2022-01-03,85.449997,86.059998,85.050003,85.930000,85.930000,907100
2022-01-04,85.570000,85.669998,84.320000,85.489998,85.489998,1311600
2022-01-05,83.900002,84.139999,81.370003,81.459999,81.459999,1206100
2022-01-06,81.410004,81.800003,79.900002,81.080002,81.080002,985200
2022-01-07,81.160004,81.809998,80.099998,81.019997,81.019997,810900
2022-01-10,79.849998,79.959999,78.349998,79.739998,79.739998,1354900
2022-01-11,80.209999,82.150002,80.019997,81.779999,81.779999,894400
2022-01-12,84.599998,85.220001,84.169998,85.070000,85.070000,1080900
2022-01-13,84.860001,84.949997,82.720001,82.889999,82.889999,1109500
2022-01-14,82.800003,83.660004,82.349998,83.260002,83.260002,910000
2022-01-18,82.980003,83.820000,82.489998,82.580002,82.580002,829000
2022-01-19,82.160004,82.309998,80.290001,80.410004,80.410004,964100
2022-01-20,81.320000,82.639999,80.040001,80.160004,80.160004,980000
2022-01-21,80.000000,80.550003,78.690002,78.820000,78.820000,1361000
2022-01-24,77.440002,78.809998,75.470001,78.809998,78.809998,2277000
2022-01-25,77.279999,78.550003,76.830002,77.639999,77.639999,808100
2022-01-26,79.529999,80.080002,77.250000,77.730003,77.730003,878400
2022-01-27,77.699997,77.839996,74.459999,74.820000,74.820000,1133200
2022-01-28,74.110001,74.820000,73.040001,74.800003,74.800003,1057900
2022-01-31,75.330002,78.339996,75.320000,78.269997,78.269997,825100
2022-02-01,79.559998,79.620003,78.430000,79.489998,79.489998,1137400
2022-02-02,80.320000,80.419998,78.889999,79.010002,79.010002,556100
2022-02-03,77.750000,78.500000,77.099998,77.290001,77.290001,463200
2022-02-04,77.550003,78.870003,77.339996,78.400002,78.400002,534300
2022-02-07,78.169998,78.750000,77.639999,78.230003,78.230003,510400
2022-02-08,76.110001,77.000000,75.620003,76.949997,76.949997,683200
2022-02-09,77.739998,78.519997,77.720001,78.470001,78.470001,703100
2022-02-10,76.839996,78.300003,76.620003,76.809998,76.809998,567000
2022-02-11,75.860001,76.320000,74.209999,74.750000,74.750000,700900
2022-02-14,74.070000,75.190002,73.800003,74.320000,74.320000,608100
2022-02-15,76.449997,78.059998,76.339996,77.860001,77.860001,636000
2022-02-16,77.980003,78.650002,77.150002,78.139999,78.139999,485600
2022-02-17,77.330002,77.790001,75.669998,75.750000,75.750000,501700
2022-02-18,76.080002,76.180000,74.220001,74.610001,74.610001,688300
2022-02-22,73.419998,74.860001,72.760002,73.389999,73.389999,788100
2022-02-23,75.080002,75.870003,73.519997,73.669998,73.669998,604100
2022-02-24,70.169998,73.940002,70.120003,73.750000,73.750000,1111200
2022-02-25,75.410004,76.480003,74.260002,76.370003,76.370003,673400
2022-02-28,76.129997,78.309998,76.129997,78.019997,78.019997,1119900
